CATEGORY	TITLE
b	GRAINS-Soybeans fall for 7th day as US crop thrives, corn up
b	FBI investigates Herbalife amid claims it is a pyramid scheme that unfairly targets  ...
b	PRECIOUS-Gold holds below $1300 on solid US data
e	Selena Gomez - Selena Gomez wants to date older man
e	'Noah' Basks In Warmer Ratings After Early Flood Of Critical Scorn
b	When's the Obamacare Deadline? Good Question
t	Netflix Calls Out AT&T for Lackluster Streaming Performance
b	Hong Kong's mainland stock index declines 20 pct since early Dec
b	Lockheed Wins $915 Million Award for Space-Junk Tracking
e	Calm Down! Tina Fey Crushes 'Mean Girls' Sequel Rumours, But Reveals A  ...
m	Could injections of blood help fight Alzheimer's? 'Dracula' treatment boosts brain  ...
e	'Magic School Bus' To Be Rebooted By Netflix For New Generation
t	Flappy Bird will return: Developer confirms highly addictive game will make a  ...
b	UK's AA+ Grade Is Affirmed at Fitch Amid Economic Growth
m	1 In 6 Returned Soldiers Use Opioid Painkillers, Study Finds
e	Kermit and Miss Piggy spoof Kim Kardashian and Kanye Vogue cover
t	Powerful computer virus could start emptying bank accounts in a fortnight unless  ...
b	RPT-Fiat Chrysler bets on Jeep, Alfa revamp to go global
b	UPDATE 1-India car sales set to rise after 2 years of decline -industry body
e	Chris Martin dropped hint about Gwyneth Paltrow split 14 months ago by naming  ...
e	Michael Jackson - Michael Jackson's Son Keen To Make It In Hollywood On His  ...
m	Middle East Virus Identified in Third US Patient, CDC Says
b	Stocks rebound on upbeat US data; euro falls
e	Showtime Developing Spike Lee's 'She's Gotta Have It' As Comedy Series
t	Yahoo to keep more of Alibaba, share half of IPO proceeds
t	UPDATE 1-BMW to recall more than 156000 vehicles in US
b	Supreme Court Mostly Upholds Climate Change Rules
e	'Midnight Rider' Director, Producer Surrender to Police over Freight Train Death
t	The vast reservoir hidden in the Earth's crust that holds as much water as ALL of  ...
e	Sherri Shepherd's ex Lamar Sally denies that he 'asked for prenup promising  ...
b	Twitter Tries Out A New Definition For Twitter
b	China May Home Sales Decline 11% on Weak Buying Sentiment
e	First look at Woody Allen's next flick
b	UPDATE 1-Roaring UK manufacturing points to broadening recovery
e	Pamela Anderson flashes her famous cleavage on night out in Cannes
e	Is Katherine Heigl's Lawsuit The Most Bizarrely Written Thing in History?
m	Bristol-Myers hepatitis C treatment cures up to 90 pct -study
b	US STOCKS-Wall St cuts losses as diplomacy ramps up in Ukraine
b	AutoNation reports 14 percent jump in second quarter profit
t	Apple Trying To Cut Streaming TV Deal With Comcast: WSJ
e	Best MTV Movie Awards Moments, Courtesy Of The Young Hollywood Class Of  ...
b	Soybeans Slide for Seventh Session on Harvest Prospects
m	Ticks, Fleas, Mosquitoes -- Oh My! Protecting Your Dog Against External Parasites
b	EBay Forecasts Sales Short of Estimates After Data Breach
e	A Letter to My Kids on Mother's Day
t	Google founder Larry Page says people shouldn't work so much (which is easy  ...
m	UPDATE 1-Senegal shuts land border with Guinea to prevent Ebola spreading
t	Huge Google Event Interrupted By Protester: 'Develop A Conscience!'
t	Your Netflix Bill Could Go Up Even More. Blame The Government
m	Omsignal smart shirt that can monitor your workout
e	Kim Kardashian shows off curvaceous derriere in figure hugging skirt
t	Sony Considers Vaio Laptop Recall on Overheating Battery (2)
b	UPDATE 2-Obama-era trade law survives Chinese appeal at WTO
e	Lana Del Rey Stuns Kim Kardashian At Pre-wedding Party
b	Why Vietnam Can't Count on Its Neighbors to Rally Against China
b	Navy SEALs Board Oil Tanker Stolen From Libyan Rebel Port
t	UPDATE 2-Tesla Motors to share patents to spur electric car development
b	Twitter says hopes full access in Turkey 'returned soon'
t	US lawmakers, victims pressure GM on recalled vehicles
b	China's Soybean Imports Jump in April as Demand Recovers
b	GLOBAL MARKETS-Tech stocks sink Wall Street; US bonds rally
m	Hepatitis Exposure At Red Robin Restaurant In Missouri; Thousands Offered  ...
t	How Google Glass could steal your PIN with just a glance: Video analysis app  ...
e	'Magic In The Moonlight': Woody Allen's New Muse Emma Stone Dazzles In  ...
e	SPOILER ALERT: 'I've loved you from the moment I saw you': Andi Dorfman  ...
e	Selena Gomez - Selena Gomez gets 'Love Yourself' tattoo
e	Zach Galifianakis, Louis CK comedy show 'Baskets' picked up by FX
b	Chrysler Is Killing An Iconic Soccer Mom Van
b	Delta Profit Beats Estimates as Travel Demand Trumps Storms (1)
e	Southwest flight attendant makes passengers roar with laughter
b	UPDATE 2-US will allow some exports of a light crude oil -WSJ
b	PRESS DIGEST- Financial Times - March 26
b	Euro zone bonds mostly weaker after PMI data
b	S&P says affirms BNP's long-term credit rating, outlook negative
e	Arnold Schwarzenegger - Arnold Schwarzenegger Punished For Tank Joy Ride  ...
b	FOREX-Draghi helps euro higher, UK growth numbers in focus
b	Ford's New CEO Mark Fields Eligible for 33% Rise in Pay
b	US allows condensate oil exports, after light refining
t	Google backs down in censorship row and starts re-instating links torn down  ...
e	Made In America Music Festival Heads To Los Angeles
b	Twitter's Costolo Guts Executive Suite With Hire of CFO
b	UPDATE 3-Taxis sow traffic chaos in Europe protesting against Uber car app
e	'Going on set was magical, tactile and real': Kevin Smith reveals how Star Wars  ...
e	Danica McKellar arrives at Dancing With The Stars rehearsal in back brace
b	US STOCKS SNAPSHOT-Nasdaq tumbles; S&P to end below key level
t	Japan Whaling Program In Seas Near Antarctica Not For Scientific Ends, World  ...
e	Lions Gate Revisits Teen-Warrior Dystopia in 'Divergent'
b	SAFT ON WEALTH-Who's afraid of Janet Yellen?
e	6 Stylish, Last-Minute Mother's Day Gifts You Can Make
e	Chelsea Handler To Quit Hosting Duties On 'Chelsea Lately' At The End Of The  ...
e	Is Bradley Cooper The 'Master Manipulator' In Jennifer Esposito's Memoir?
b	UBS overhauls structure, offers investors extra cash
b	Credit Suisse first-quarter profit falls as trading tumbles
b	SEC Fines New York Adviser For Whistle-blower Retaliation
e	'22 Jump Street' Breakout Jillian Bell Is The Best Email Pen Pal You Never Had
b	UPDATE 1-Fukushima fishermen approve plan to release groundwater from plant
b	Yen still friendless, euro firms ahead of ECB
b	Ukraine fears drove ZEW fall, says economist
t	Latest Reason To Quit Hotmail: Microsoft Admits To Spying On It
b	Fresh Records Get Stale With S&P 500 Volume at 6-Year Low
b	REFILE-Qualcomm faces China bribery allegations from US regulator
m	Three hours of TV a day 'doubles early death risk' as scientists say sedentary  ...
e	Wu-tang Clan - Rappers Wu-tang Clan To Sell One Copy Of Special Album
e	Bedridden Miley Cyrus loses her 'brain' in The Flaming Lips' NSFW pill and pot  ...
e	Shia Labeouf - Shia LaBeouf sent Cabaret DVD after arrest
e	Justin Bieber - Justin Bieber And Selena Gomez Choreograph Sexy Dance
e	The Solange Video Raises Many Profound Media Questions. Trust Us.
b	FOREX-Dollar rallies on strong US jobs data; euro falls
e	Rob Kardashian Hasn't Communicated With Kim Or Khloe Since Skipping  ...
e	Miley Cyrus - Miley Cyrus' Topless Cover Art Leaked
e	Khloe Kardashian - Khloe Kardashian finds Hamptons home
b	MADISON, Wis. (AP) — Unemployment in Wisconsin dipped slightly in February  ...
e	Miranda Lambert Talks Admiration For BeyoncÃ© And Relationship With  ...
e	Kanye West To Throw Bachelor Party In Ireland
e	'We've chosen conscious uncoupling': Colin Firth drops out of Paddington movie  ...
e	Jay Z - Beyoncé and Jay Z announce tour
b	FOREX-Euro stumbles to lowest in almost a year on Draghi dovishness
e	Andrew Garfield wants Black-HispanicSpiderman
e	The Bachelorette is slammed by viewers for 'exploiting' the death of contestant  ...
e	Everybody Wants A Piece of Chris Pratt, Guardian of The Galaxy
e	Nick Cannon gives Mariah Carey a diamond bracelet for her birthday...two days  ...
b	Factbox: Energy Future Holdings and largest debtor-in-possession loans
e	Ashley Benson busts out sex appeal in GQ with bikini-clad Pretty Little Liars
e	Rape Of Thrones
b	Disney wants to patent puppets controlled by DRONES
t	Here are five things to know about marine mammals held in captivity in the  ...
t	Microsoft CEO Said to Unveil Office for IPad on March 27
b	Economy shrank 2.9percent in first quarter of 2014 - the steepest decline since  ...
m	New Rankings Reveal Teen Pregnancy Rates In Each State
b	UPDATE 6-Oil above $114, Iraq and supply concerns support
b	China Mobile Earnings Drop Most Since 1999 on Costs, WeChat (3)
b	UPDATE 1-Ukraine to hike domestic gas prices by 50 pct to meet IMF demands
e	Walter Dean Myers, Beloved Author, Dies At 76
b	UPDATE 1-ECB warns investors' gamble for profit could backfire
b	NYMEX-US crude takes back some losses after stockpile draw
e	Shaun White Gave One Teen At Mount Saint Joseph Prom The Surprise Of A  ...
e	BET Awards Misspell Lionel Richie's Name During Lifetime Achievement Honor
b	Five Challenges New Target CEO Can't Address Soon Enough
b	UPDATE 2-Detroit pension deal approved by one retirement system
b	UPDATE 3-Prospects dim for US Senate housing bill as panel postpones vote
b	GE vows to boost French jobs with Alstom bid - letter
m	A 'Bionic Pancreas' For Diabetics, Coming Soon?
b	Fernandez Court Rebuff Gives Argentina Two-Week Deadline
e	'I love you so much!': Kim Kardashian wishes niece Penelope Disick a happy  ...
t	Intel Unveils New Chromebooks Based on Latest Laptop Processors
e	Real Chimps Watch 'Dawn Of The Planet Of The Apes,' Revolution Begins
b	CANADA STOCKS-TSX rises on Fed remarks, posts ninth month of gains
e	Stephen Colbert Strikes Back After Bill O'Reilly Calls Him A 'Fanatic'
e	Mekhi Phifer Files For Bankruptcy, Reportedly $1.3 Million In Debt
e	Johnny Depp And Amber Heard Throw Intimate Engagement Bash
b	UPDATE 1-Weak German price data heightens ECB's deflation dilemma
e	Vin Diesel - Vin Diesel Pens New Tribute To Paul Walker
m	Cancer Will Be Leading Cause Of Death In U.S. By 2030, Report Says
b	CANADA STOCKS-TSX ends higher after Fed comments
b	Urban Outfitters warns on current-quarter results after sales miss
e	Mellie Grant Is The Unsung Antihero Of 'Scandal'
e	Booty camp! Kim Kardashian displays her derriere as she hits the gym bright and  ...
b	UPDATE 9-Oil prices climb again amid escalating violence in Iraq
e	'Captain America: The Winter Soldier' Sets April Box Office Record, Topping  ...
b	RPT-Fitch Revises Outlooks on 8 Japanese Insurers, Aflac to Negative
e	Could Meg Ryan Re-Launch Career With 'How I Met Your Mother' Spin-off?
b	WTI, Brent Crudes Trade Near Nine-Month Highs on Iraq
t	Nasa claims to have solved mystery of the light on Mars
b	Gold Trades Above 3-Week Low Before Yellen's Testimony
b	GLOBAL MARKETS-Stocks tumble on Wall St gloom, Ukraine tensions
e	Lady Gaga covers her entire head in a white furry mask to match her fringed  ...
b	Putting People First: The Yellen Era Begins at the Fed
e	Pharrell Reacts: Iran Youths Arrested For â€˜Happyâ€™ Dancing Video
b	Update-Moody's affirms Dai-ichi Life's A1 rating; outlook stable
t	Google's 'right to be forgotten' requests begin after EU court rules that personal  ...
e	Robert Pattinson - Robert Pattinson lives in Kristen Stewart's home
b	RPT-Pfizer says its commitments to UK legally binding
e	Adam Levine - Blake Shelton Tweets Adam Levine's Phone Number During Live  ...
e	Paramount Australia apologises for poster of Ninja Turtles film set for release on  ...
m	Smokers Are Getting Skeptical About E-Cigarette Claims, According To Study
b	Ahead of the Bell: GameStop
b	UPDATE 2-Alcatel-Lucent cuts Q1 loss, pursues turnaround
b	UPDATE 1-Hungary approves loan measure estimated to cost banks $2.6-$3.9  ...
b	Fitch Revises SEB's Outlook to Positive; Affirms 'A+' Rating
b	Green Bonds Could Cut Indian Clean-Energy Costs 25%, Report Says
b	BofA Said to Resist US Demands as Mortgage Suit Looms
b	Iraq Plus US Exports Drives Up Long-Term Oil: Chart of the Day
b	Fitch Affirms LBBW at 'A+'/Negative; Upgrades VR to 'bbb'
e	Bryan Singer brands sex abuse allegations 'a sick twisted shake down' as he  ...
b	AT&T CFO Optimistic as DirecTV-NFL Sunday Ticket Talks Proceed
b	Huge BNP Paribas fine is putting currency markets on edge
b	Ariz. jobless rate remains at 7.3 percent in March
t	Astronomers Discover Mega-Earth Exoplanet
b	Takeda shares drop after report on $6 bln jury award over Actos
b	Argentina Defaults: Three Points
b	UPDATE 2-US new home sales rise, but momentum lacking
e	Do These Five Things and You Are Jay-Bey
e	'I miss you and I'm sorry': Robin Thicke dedicates yet ANOTHER song to  ...
b	AT&T Tells Congress DirecTV Takeover Means Lower Prices
b	Obamacare Shuffles Health Plan Market Share, Report Finds
b	UPDATE 2-Twitter names former Goldman executive Noto as CFO
m	Lifetime Costs For An Obese Child Total More Than A Year Of College
e	Worst Dressed Met Gala 2014: All The Stars That Failed On Fashion's Biggest  ...
e	Charlize Theron reveals how friendship with Sean Penn became love
b	BOE Sees Risk of Further Pound Gain as UK Economy Recovers (1)
b	CORRECTED-Candy Crush game maker's IPO to face investor scrutiny
e	Lea Michele - Lea Michele's boyfriend is a 'dating coach'
e	US STOCKS-Futures drop as Iraq turmoil continues
e	L'Wren Scott's brother seen in LA ahead of funeral arranged by Mick Jagger
b	US Fed's Tarullo calls for re-think of some new bank regulations
e	Jason Segel And Cameron Diaz Bare All As Hilarious Married Couple In Trailer  ...
e	Miley Cyrus Denies Drug Overdose Put Her In The Hospital
t	UPDATE 2-Hyundai recalls 883000 Sonata sedans in US for transmission issue
e	Andrew Garfield - Andrew Garfield: I was bullied at school
e	Chris Pine Pleads Guilty To DUI, Gets Six Month Driving Ban
e	Kim Kardashian steps out in trinket covered sandals and tight-fitting dress
e	Lena Dunham - Stars Tweet Tributes To Late Director Paul Mazursky
b	Asset manager TIAA-CREF to buy Nuveen Investments - WSJ
e	Hugh Jackman Has Cancerous Growth Removed, Makes X-Men Premiere  ...
b	GLOBAL ECONOMY-Most major economies end first quarter on weaker note
b	Japan Sticks With Easing as Analysts Delay Extra Action Calls
e	Khloe Kardashian Celebrates 30th Birthday (Again) In Vegas With French  ...
m	Factbox: Using the data on Medicare's payments to doctors
b	Fast-Food Protests Expected In More Than 30 Countries
b	US STOCKS-Dow, S&P edge up; revised ISM reportedly more bullish
e	Ultra Music Festival Announces Details Of The Ultra Live Stream
t	Microsoft Unveils New Version of Surface Pro Tablet
e	Call the orthodontist! Miley Cyrus snarls as she shows off her joke snaggle  ...
b	Yen Rises to 4-Month High Versus Euro on BOJ Policy Bets
m	China's Kids Get Exposed to Cigarette Smoke at Middle School, National Survey  ...
t	$100 in Bitcoin Going to Every MIT Undergrad
e	Did Jesus Die Singing?
t	US sues T-Mobile USA, alleges bogus charges on phone bills
b	US IRS audited fewer wealthy Americans in 2013
e	Rosie O'donnell - Rosie O'donnell Returning To The View
e	New York's 9/11 museum to house Danny Meyer restaurant
e	Wedding day in Florence for Kim Kardashian, Kanye West
e	Kate Moss plants a kiss on original playboy and theatre impresario Michael  ...
e	Is 'The Revenant' Leonardo DiCaprio's Oscar Winning Movie?
b	US STOCKS SNAPSHOT-Wall St pulls back from record levels
e	Bathing beauty Kim Kardashian cools off in daring see-through bathing suit as  ...
b	UPDATE 4-Brent up near $113 on supply worries as Iraq violence rises
b	July Jobs Report: First Impressions
b	PRECIOUS-Gold slips on economic optimism; platinum adds to gains
b	UPDATE 4-Chiquita and Fyffes join to make world's biggest banana firm
b	Japan's Exports Decline in May on Weak US, Asian Demand
b	Obamacare Enrollment Surging With Last-Minute Sign-Ups
b	Bush Health Secretary Louis Sullivan Is One Republican Who Supports  ...
m	To Fight Dengue Fever, Brazil Turns to Genetically Modified Mosquitoes
e	'Bachelorette' Star Andi Dorfman Says Nick Viall's Sex Talk Was 'Kind Of Classless'
b	German Bonds Fall as Euro-Area Inflation Damps ECB Stimulus Bets
b	REUTERS SUMMIT-Japan's pro-nuclear policy at odds with global trend -ISEP  ...
e	ABC Expanding Partnerships With Shonda Rhimes, Marvel With Fall Pickups
e	Pamela Anderson Files For Divorce From Ricky Salomon (Again)
t	Lyrid Meteor Shower 2014 To Peak On Earth Day (LIVESTREAM VIDEO)
b	ECB Money for Next to Nothing Spells Polish Zloty Gains
b	Fitch Affirms Lebanon at 'B'; Outlook Negative
b	Fed Officials Raise Forecasts of Target Rates for Next 2 Years, Lower Long-Term  ...
b	Not Every High-Frequency Trader Is Predatory, Arthur Levitt Says
t	AT&T looks to expand high-speed fiber network to 21 cities
e	Paul Walker Memorable In Gritty 'Brick Mansions'
m	In US, MERS patients did not spread infection to close contacts -CDC
b	Euro Anxieties Wane as Bunds Top Treasuries, Spain Debt Rallies
b	Pfizer CEO Read to Make AstraZeneca Takeover Case to Parliament
b	Brent Crude Heads for Biggest Weekly Drop Since April
b	AT&T to strike deal with DirecTV in as soon as two weeks - WSJ
m	Smoking cannabis does affect sleep especially if you start before the age of 15
e	Tom Hiddleston Shows Off His Pipes As A Singing Pirate In Disney's 'The Pirate  ...
b	UPDATE 1-China's property investment slows; sales, new construction drop in May
e	Of Course Mike 'The Situation' Sorrentino Was Arrested In A Tanning Salon
b	All out of dough: Sbarro Pizza files for bankruptcy for the second time in three  ...
b	"UK's CBI says ""vital"" Pfizer makes long-term UK research promise"
b	Elizabeth Warren To Appear With Economist Thomas Piketty
e	Miley Cyrus Shares Topless Instagram Selfie - Is Anyone Shocked?
e	Week in Film: 22 Jump Street, The Signal and More
b	UPDATE 4-Deutsche Bank to raise $11 bln with help from Qatar
e	French Montana - French Montana Showers Khloe Kardashian With Pricey  ...
b	UPDATE 2-China economic growth slows to 18-month low in Q1
t	Charter Challenges Comcast-Time Warner Cable Deal in Proxy (3)
m	UPDATE 2-As many as one in 68 US kids may have autism -CDC
b	UPDATE 2-Wall St Week Ahead-Double-digit profit growth may return in Q2
b	Treasuries Drop Most in More Than Month on Manufacturing
e	Sara Gilbert and singer fiancée Linda Perry tie the knot in secret ceremony
e	Alexander Wang Announces Collaboration With H&M, Our Hearts Skip A Beat
e	Macaulay Culkin in a rush to marry his Mila Kunis look-a-like girlfriend Jordan  ...
b	UPDATE 2-ECB models trillion euro asset purchase programme - newspaper
b	Hong Kong Defends Currency Peg for First Time Since 2012
t	Exclusive: Sundar Pichai, Head of Google's Android, on Apple, Samsung, and  ...
e	'Draft Day' Review: Football Drama Is An Off-Season Treat With A Winning Kevin  ...
b	CORRECTED-Energy Future close to $9.7B bankruptcy financing commitment  ...
b	UPDATE 1-ECB, BoE call for ABS rehabilitation
b	Japan's Topix Index Posts Biggest Monthly Gain This Year
e	Christopher Nolan's Fingerprints Are All Over 'Transcendence'
b	GLOBAL ECONOMY WEEKAHEAD-US recovery puts onus on Europe and China
b	Canada Trade Deficit Narrows in May as Auto Exports Rise
m	This Test At Your Gyno's Office Is Painful And A Waste Of Time
b	UPDATE 5-JPMorgan profit weaker than expected as trading revenue falls
e	Ellen DeGeneres Set To Creat Own Lifestyle Brand
e	Drew Barrymore - Drew Barrymore's half sister found dead
e	Interview With Chad Smith Following Tonight Show Drum-off With Will Ferrell
b	Target Replaces Canada President After Troubled Expansion
b	ECB to Slap $20 Million Supervisory Fee on Biggest Banks
t	UPDATE 1-Sony sells more than 7 million Playstation 4 consoles
m	UPDATE 1-Medtronic valve for heart defects works well a year later-study
b	Renesas Surges After Report Apple May Buy Design Unit Stake (1)
e	Jesse Winchester - Singer/songwriter Jesse Winchester Dies At 69
b	Target CEO Ouster Shows New Board Focus on Cyber Attacks: Retail
b	China's yuan dips in widened band, but scope for big swings seen limited
b	UPDATE 3-New York AG slaps Barclays with securities fraud suit
e	Aaliyah's Family Reacts To Biopic Casting
b	US STOCKS-Wall St opens higher on M&A, Citi earnings
b	US's Lew Says More Sanctions Could Push Russia Into Recession
b	IFR Markets ForexWatch Asia Regional Daily Briefing
e	Robin Thicke - Robin Thicke may not win Paula Patton back
e	Zara Apologizes For Pajamas That Look Just Like Concentration Camp Uniform
e	Home > Shailene Woodley > Shailene Woodley Hooks Up With Co-star?
e	'True Detective' Creator Spills Major Season 2 Secrets
e	L'wren Scott - L'Wren Scott envious of sister's 'simple life'
e	George Clooney and Amal Alamuddin celebrate their engagement with Cindy  ...
e	She's not sulking! Zendaya makes a fashion statement at the BET Awards  ...
b	GLOBAL MARKETS-Stocks put aside US growth shock, UK eyed
t	Warm blooded or cold? Dinosaurs were somewhere in between
e	American Idol Recap: The Top 10 Sing, Sort Of.
e	Jessica Mauboy plans to blow Eurovision viewers away with her 'cheesy  ...
b	Lululemon Rises as CEO Says He'll Speed Up Global Expansion (1)
b	Euro falls to three-month low on German data, EU election uncertainty
e	Mariah Carey takes twins Moroccan and Monroe out for pizza following marriage  ...
e	Nick Cannon disses Kim Kardashian as he reminds the world he once slept with  ...
b	UPDATE 1-Buffett's Berkshire Hathaway buys stake in Verizon, adds to Wal-Mart
m	UPDATE 1-US health insurers say Gilead hepatitis C drug too costly
b	Pfizer Is Abandoning Its Failed Attempt To Buy AstraZeneca
m	Women Who Give Birth Later In Life May Live Longer (STUDY)
b	EBay Settles Icahn Proxy Fight, Adds Independent Director (3)
t	Apple-Samsung Jury Leaves $120 Million Patent Verdict Intact (1)
b	UPDATE 2-Amazon says quick end unlikely in dispute with Hachette
b	FOREX -Dollar loses ground on escalation of Russia/Ukraine tensions
b	Oil Drops as Iraq Violence Seen Sparing Crude Supplies
b	Fiat Chrysler CEO, chairman confident merger will get final OK
b	Mobileye Jumps After Pricing Largest Israel IPO in US
m	Sanjay Gupta Says Medical Marijuana Should Be Legalized Federally
e	Taylor Swift - Three Charged For Hurling Bottles At Taylor Swift's Home
e	"In ""Clouds Of Sils Maria"" Kristen Stewart And Juliette Binoche Dive Deep Into  ..."
b	Rescuers Free Trapped Honduran Miners, Several Still Missing
b	GRAINS-Wheat holds near 3-1/2 month low on USDA forecast
t	CORRECTED-Sprint's revenue beats estimate as network upgrade progresses
b	GRAINS-Wheat faces 5th week of losses, soy near 2-1/2 mth low
b	UPDATE 2-Apple supplier Cirrus to buy British chip maker Wolfson
b	National Australia Bank 1st-half profit up 8.5 pct
b	Puerto Rico agency debt slumps on downgrades, restructuring law
b	UPDATE 4-Roche to buy US biotech firm Seragon for up to $1.7 bln
b	Goldman Sees 24% China Stocks Rally on Decade-Low Valuations (1)
b	Huge Swaths Of Farmland Idle In California As Drought Threatens To Dry Up Wells
t	Heartbleed Hackers Steal Encryption Keys in Threat Test
b	GLOBAL MARKETS-Subdued Ifo takes M&A shine off European stocks
b	Swiss Chocolatier Lindt Buys Russell Stover
b	UPDATE 1-China blames US for stoking tensions in S.China Sea
t	UPDATE 1-Rare T.rex sets off from Montana on road trip bound for Smithsonian
e	'Edge of Tomorrow': Emily Blunt Said She Never Wanted To Work With Tom Cruise
e	Girls Meets Genesis In Lena Dunham's Best SNL Sketch
t	MOUNTAIN VIEW, Calif. (AP) — Trips down memory lane are now available on  ...
e	Gawker Just OWNED Quentin Tarantino Over 'The Hateful Eight' Leak
b	UPDATE 1-China April soybean imports climb around 60 pct on year
e	Beyonce Is A Fashionable AND Charitable Role Model At Chime For Change  ...
e	Lea Michele shops for furniture and beer in striped frock as it's revealed she and  ...
b	UPDATE 3-South African engineering strike latest blow to sickly economy
e	Wilmer Valderrama - Wilmer Valderrama Shuts Down Twitter Account Over  ...
b	Gowex Turmoil Pushes MAB Companies to Look for Other Exchanges
e	Tom Hanks + Steven Spielberg = One Potentially Incredible Cold War Thriller
b	China manufacturing gathers pace, Europe falters, US steady
b	Europe shares extend rally on US jobs, ECB policy talk
t	Apple's iPhone 6 could be bigger and cheaper because of declining sales, court  ...
e	BeyoncÃ© Pays Tribute To Michael Jackson On 5th Anniversary Of His Death
b	Unexpected Russian Manufacturing Gain Hard to Sustain, HSBC Says
b	UPDATE 2-Nestle sees faster growth after weak start to year
b	Ukrainian president proposes truce to push peace plan
e	Ciara gives birth to baby boy with rapper fiancé Future
b	TrueCar Sputters Onto Wall Street Amid a Crowd of Car-Shopping Sites
b	Jessica Alba is retro chic for her morning coffee run
b	Hong Kong Stocks Swing Amid US Job Gains; Cnooc Drops
t	GoPro Fetch Camera Harness Lets You See From Pooch's Point Of View
m	Angelina Jolie Effect: Doctors warn over worrying rise in double mastectomies
b	Lufthansa Pilot Strike Halts Jets in Airline's Worst Walkout (1)
b	CORRECTED-Euro zone peripheral bond yields near multi-yr lows before  ...
e	Home > Danny Boyle > Danny Boyle, Leonardo Dicaprio For Steve Jobs Movie?
t	CORRECTED-UPDATE 1-Mitsubishi recalls Lancer sedans with Takata air bags
b	UPDATE 2-Action camera maker GoPro reports bigger loss as costs double
b	Rupert Murdoch Brings His Son Lachlan Back To The Top Of His Media Empire
b	Osborne Picks BOE Deputy as Gender Imbalance Prompts Criticism
e	Taylor Swift Named Billboard's Biggest Earner Of 2013, Plus Other Rich Folks  ...
m	Lilly's Gastric Cancer Drug Wins Sales Clearance From US FDA
e	'You are my idol!' Kim leads the way as Kardashian sisters wish their  ...
e	Rolling Stones - Rolling Stones to play in Israel after L'Wren tragedy
b	UPDATE 2-Weaker corporate tax receipts worsen US budget picture
e	What Kay Burley tells Kate Middleton after bare bottom picture was printed
e	Chris Hemsworth And Wife Elsa Pataky Share First Photo And Names Of Newly  ...
b	Trendy New York cupcake store Crumbs suddenly closes all its shops
b	US economic activity expands in Fed's 12 districts -Beige Book
b	UPDATE 1-Siemens and Mitsubishi finalise Alstom offer
b	Mexico govt says America Movil plan may improve competition
e	Jon Hamm Made This Face A Lot On Sunday's 'Mad Men'
b	Zions Says Fed Estimates on Losses, Revenue Worse Than Projected
b	Zillow CEO Coveted Trulia Since 2006 Before Chasing Deal
t	WRAPUP 1-Amazon snaps up live video startup Twitch for $970M cash
e	"Lohan Is ""Nervous But Excited"" About West End David Mamet Debut"
e	Beyonce Cries, Thanks Fans At Final Mrs. Carter Show Tour Stop
b	Fitch Affirms Landesbank Saar at 'A'; Outlook Negative
b	'Pings' were NOT from missing MH370's black box after all: US Navy official  ...
b	US STOCKS-Wall Street to open slightly higher after claims data
e	Kendall Jenner - Kendall Jenner had to 'work even harder'
b	UK expected to name next BoE deputy governor on Tuesday: source
b	Russia says Ukrainian troops loyal to Kiev have all left Crimea
b	UPDATE 1-Under fire, Pfizer hits back as weighs next Astra move
e	Mother's Day for the Those in Denial
m	UPDATE 1-Guinea seeks to stem spread of deadly Ebola virus in capital
e	Palm Sunday Photos 2014: Christians Celebrate Around The World
b	UPDATE 4-US lawmakers want Gilead to explain Sovaldi's hefty price
b	UPDATE 2-Yellen drives wedge between monetary policy, financial bubbles
b	Abercrombie Is Finally Over Its Bizarre Obsession With Abs
m	UPDATE 2-US names Connecticut official to lead federal Obamacare marketplace
t	UPDATE 2-GM victims' fund for ignition defect to have wide eligibility
b	FOREX-Euro steadies after slumping on dovish Draghi comments
b	'Candy Crush' maker King serves up bittersweet results, shares fall
e	Selena Gomez - Selena Gomez finds texts on Justin Bieber's phone from Kylie
b	GRAINS-Soybeans extend two-day losses to 2 pct ahead of USDA report
e	The Top 5 Worst Rated Adam Sandler Movies
t	'Alien' life form grown in a lab: Scientists add unnatural DNA strands to the  ...
e	"Game Of Thrones Recap: ""The Lion And The Rose"" AKA The Purple Wedding"
b	Hong Kong Stocks Climb From Biggest Drop in Three Months
t	Great But Not Perfect - Watch Dogs Arrives To Glowing Reviews
e	Tyler The Creator - Tyler The Creator Dashed To Dallas Gig After Arrest
e	GoT finishes on a ratings high
e	"Actor Brad Pitt hit in the face at ""Maleficent"" premiere"
t	Nintendo Sees Profits Ahead. Don't Believe It
e	Lorde Meets George Brett, Inspiration For 'Royals'
t	Out of phone battery? Head to your nearest Starbucks: Coffee chain begins  ...
b	Man Travels From NY To Miami Without Spending A Cent
e	Lindsay Lohan Explains Why She Didn't Always Follow Filming Schedules For  ...
e	Wayne Knight Is NOT Dead. Got It, Internet?
b	Yellen Says Higher Capital Rules May Be Needed for Big Banks
b	UPDATE 1-Detroit pension deal approved by one retirement system
e	Katie Holmes Poses Topless For Glamour Magazine
b	Lithuania Eyes Euro Conquest 8 Years After Historic Snub
t	Netflix Raises Prices by $1 a Month for New Subscribers (1)
e	BAZ BAMIGBOYE: Emma Watson wants a bit of drama
